coin,market_class,underlying,period,target_price,market_name,trades,traders,volume,avg_px
#5821,,,,0,,654,48,204495.97156,0.4989402293577982
#380,priceBucket,BTC,1d,0,Recurring Named Outcome,3223,173,203713.51861436,0.5409285320415762
#5961,,,,0,,421,44,203161.71772,0.7551668408551069
#5350,,,,0,,659,91,202472.38055223,0.44329580631259485
#1410,named,,,0,NBA Finals Game 2,1084,182,201649.30404,0.5615580258302583
#1661,priceBucket,BTC,1d,0,Recurring Named Outcome,1086,472,201601.58844,0.9223519797421731
#2311,named,,,0,USA,1820,72,200640.44867,0.28963307692307694
#2760,,,,0,,799,158,199276.67596787,0.6857332661076345
#6081,,,,0,,837,63,199153.81155,0.5525347789725209
#3550,,,,0,,2892,338,199113.47958789,0.3625478549135546
#5991,,,,0,,743,37,192426.73019,0.736311870794078
#6030,,,,0,,599,43,192314.67786771,0.26028952661101834
#6020,,,,0,,571,30,191124.85278714,0.17273170940455343
#2440,named,,,0,Korea Republic,1794,1146,190170.63046714,0.7660463841248606
#6961,,,,0,,1596,155,189041.92641,0.33923883458646614
#8811,,,,0,,6153,130,188926.37146,0.3503069380789859
#6090,,,,0,,1039,13,187851.91539229,0.30109079038498554
#3710,,,,0,,237,42,187023.0600507,0.23002300902953585
#3461,,,,0,,553,53,185948.94807,0.3618533453887884
#2821,,,,0,,130,25,185823.26844,0.8093916923076924
#4441,,,,0,,99,29,183366.09866,0.8580614141414142
#3101,,,,0,,126,26,182928.49374,0.6959990476190476
#4460,,,,0,,274,22,181846.59337666,0.28326695857664236
#2901,,,,0,,306,47,181677.82223,0.6004687581699346
#5750,,,,0,,943,95,180661.25716913,0.46071262978791094
#440,priceBucket,BTC,1d,0,Recurring Named Outcome,2944,124,180142.37054793,0.37575662538722826
#1761,named,,,0,Belgium,446,44,180056.22834,0.8804199551569507
#4830,,,,0,,651,50,179606.97980294,0.2619043005683564
#1760,named,,,0,Belgium,11119,91,179332.04840988,0.022237692253799804
#3141,,,,0,,150,24,178541.45186,0.518451
#3061,,,,0,,445,70,178204.83382,0.5581040224719102
#2481,named,,,0,Mexico,458,52,177954.04417,0.47292873362445415
#6300,,,,0,,482,95,177762.2898432,0.37785707435684646
#5040,,,,0,,1224,150,177563.7022837,0.48855757336601313
#7421,,,,0,,5116,116,177351.54173,0.3871988721657545
#6111,,,,0,,989,38,175553.19025,0.7794117391304348
#5970,,,,0,,341,11,174980.74868824,0.3137829886510264
#4590,,,,0,,748,90,173530.01156075,0.37054706286096256
#130,priceBucket,BTC,1d,0,Recurring Named Outcome,2048,196,172616.82602495,0.6882301477001953
#4360,,,,0,,859,75,172428.02151016,0.22596633982537837
#2000,named,,,0,Netherlands,10568,150,171562.05376402,0.03423560680734292
#4390,,,,0,,625,76,171556.01599363,0.338183060944
#7531,,,,0,,3358,105,171249.27196,0.3861813996426444
#6520,,,,0,,993,46,170688.4592,0.4117676837865055
#4870,,,,0,,313,27,170387.61281185,0.23297528095846648
#5820,,,,0,,943,125,170178.39155394,0.5197399327253447
#6010,,,,0,,255,9,169963.99887174,0.3225490167058823
#5310,,,,0,,319,52,169935.10049953,0.2573143569278997
#3740,,,,0,,538,124,167598.47947028,0.5308649937546468
#5910,,,,0,,1825,78,167336.53056336,0.36688206474520546
#3820,,,,0,,705,130,166794.67990478,0.5954798625957447
#8311,,,,0,,4452,116,166332.21678,0.28682688903863435
#1430,named,,,0,NBA Finals Game 1,1122,222,165428.02897,0.5890635026737968
#4350,,,,0,,740,55,164604.38408937,0.2441693053108108
#6400,,,,0,,471,53,164398.50764781,0.7428863267515924
#1961,named,,,0,Japan,1009,34,164306.31831,0.9814103369672943
#4840,,,,0,,583,54,162139.72893301,0.20862296106346484
#4561,,,,0,,224,44,161066.04131,0.7976937946428572
#3720,,,,0,,235,46,161035.48762198,0.18894843880851064
#4401,,,,0,,307,51,160986.27136,0.7428728664495114
#4620,,,,0,,471,61,160318.25925677,0.2994774024840764
#3800,,,,0,,1276,120,159868.35512436,0.26371236830721007
#580,priceBucket,BTC,1d,0,Recurring Named Outcome,2603,144,159630.94317453,0.6822279350941222
#3661,,,,0,,173,38,159098.94502,0.6351373410404624
#4980,,,,0,,285,38,158452.6793562,0.2297298359649123
#6121,,,,0,,1229,77,158160.98086,0.32929235150528885
#4920,,,,0,,519,49,157247.02080961,0.28656315279383426
#3140,,,,0,,524,98,156516.78665299,0.5871055915458016
#4400,,,,0,,557,56,155963.26803719,0.28169822208258527
#4601,,,,0,,232,37,155945.99226,0.7502323275862068
#3960,,,,0,,679,78,155635.79745324,0.46952922377025036
#4361,,,,0,,361,42,155106.26914,0.8530287534626039
#5921,,,,0,,1215,90,154695.61068,0.5360144526748971
#6070,,,,0,,590,73,154083.84087502,0.3596535138305085
#5900,,,,0,,1739,80,154018.08470666,0.34512847408280617
#4910,,,,0,,539,52,153684.6700009,0.2912326400927644
#3690,,,,0,,114,7,153654.83240006,0.31286549456140356
#5740,,,,0,,616,63,153108.14697556,0.358051352435065
#3900,,,,0,,649,33,153079.99462141,0.29593850001540833
#4810,,,,0,,255,12,152102.24884053,0.2947712400392157
#730,priceBucket,BTC,1d,0,Recurring Named Outcome,1705,115,152020.99858144,0.7110899660175953
#4880,,,,0,,264,23,151902.82325507,0.21123419041666666
#4850,,,,0,,180,12,151163.41551043,0.3115740716111111
#5290,,,,0,,117,12,150531.41572335,0.2941595423931624
#5780,,,,0,,1204,23,150503.40237526,0.25621367928571426
#2170,named,,,0,USA,11400,165,149443.74691895,0.028446035392982457
#2741,,,,0,,212,24,148834.12757,0.8486547641509433
#2981,,,,0,,284,49,148229.20219,0.5137749647887324
#5230,,,,0,,508,64,147838.33496075,0.29939263767716534
#6310,,,,0,,348,58,147693.36051453,0.46092240379310345
#1080,priceBucket,BTC,1d,0,Recurring Named Outcome,3147,115,147414.98396735,0.6552577392310136
#2141,named,,,0,Switzerland,724,23,146969.16455,0.9488416436464089
#3120,,,,0,,602,100,146821.62437091,0.4958625413621262
#6150,,,,0,,316,55,146122.01576645,0.5026266031329114
#7891,,,,0,,2987,115,145760.04944,0.34831763977234687
#4511,,,,0,,147,12,145079.20051,0.8519638775510204
#471,priceBucket,BTC,1d,0,Recurring Named Outcome,3166,55,144969.75451,0.7827562413139608
#2140,named,,,0,Switzerland,11322,68,144545.84526072,0.017361279360537007
#1481,priceBucket,BTC,1d,0,Recurring Named Outcome,955,28,144357.57243,0.8449669633507854
#4470,,,,0,,275,27,142499.23492971,0.2816775872363636
#4510,,,,0,,492,37,141648.12100459,0.22073016134146342
#6741,,,,0,,1979,129,141627.3611,0.17286949974734714
#4431,,,,0,,76,19,139488.24119,0.6865321052631579
#6001,,,,0,,1168,80,139147.07999,0.44633520547945205
#4430,,,,0,,288,54,138897.32569464,0.3094384834375
#841,priceBucket,BTC,1d,0,Recurring Named Outcome,1831,1033,138409.50138,0.9734797433096668
#4520,,,,0,,496,37,137719.53243713,0.20484223657258063
#4330,,,,0,,395,10,137436.99910885,0.31308016625316454
#4890,,,,0,,203,10,137263.49906932,0.30582922600985224
#3801,,,,0,,499,51,136683.58268,0.8274896392785571
#6731,,,,0,,2722,288,136329.39419,0.17332405951506247
#2900,,,,0,,638,110,135846.80389085,0.45926528191222576
#2750,,,,0,,363,54,135259.02728883,0.3526480522589532
#2790,,,,0,,806,61,134708.14504123,0.34974340289081884
#381,priceBucket,BTC,1d,0,Recurring Named Outcome,2513,57,133775.58951,0.4901745881416633
#3880,,,,0,,1436,63,133338.45064771,0.24381076469359333
#6771,,,,0,,1774,178,133191.75471,0.20586333709131904
#3420,,,,0,,345,34,132912.24385721,0.2069270235652174
#2401,named,,,0,Canada,543,69,132504.74707,0.6434132228360958
#80,priceBucket,BTC,1d,0,Recurring Named Outcome,2748,270,132291.41963706,0.6617322085262008
#7400,,,,0,,2202,205,132094.65979,0.11743291553133516
#5240,,,,0,,374,45,131824.24503652,0.19661773596256685
#5711,,,,0,,196,16,131471.68106,0.8171251530612245
#8891,,,,0,,5220,116,130876.54614,0.2810119233716475
#3881,,,,0,,202,47,130298.998,0.8492510396039604
#3060,,,,0,,748,141,130093.11287595,0.485686065026738
#3790,,,,0,,1115,75,129995.72356556,0.3140571349775785
#371,priceBucket,BTC,1d,0,Recurring Named Outcome,1763,73,129817.4028,0.6453904651162791
#280,priceBucket,BTC,1d,0,Recurring Named Outcome,1915,157,129128.87682637,0.7807546542454308
#2441,named,,,0,Korea Republic,1421,47,128919.88521,0.19371244897959186
#2410,named,,,0,Draw,795,90,128658.92802965,0.3810768841761006
#5380,,,,0,,210,29,128264.41121563,0.2683937615714286
#4940,,,,0,,422,41,128255.04473118,0.29352298537914695
#6320,,,,0,,323,45,127744.78564617,0.3161964183900929
#2321,named,,,0,Draw,375,26,127632.37114,0.7724133333333333
#4990,,,,0,,345,45,127377.42396861,0.31517604800000004
#3211,,,,0,,4210,109,126770.40484,0.3066029358669834
#4490,,,,0,,292,12,126688.74903288,0.31563926678082194
#3501,,,,0,,891,47,125837.37964,0.11548776655443323
#5760,,,,0,,605,91,125686.69492933,0.3403889251404959
#5790,,,,0,,1213,44,125596.93368143,0.2282576902967848
#4521,,,,0,,189,34,125506.82037,0.9014288888888888
#6260,,,,0,,580,104,125351.97705334,0.35435178129310346
#4600,,,,0,,544,63,124524.00018515,0.23440597375
#521,priceBucket,BTC,1d,0,Recurring Named Outcome,1336,65,123945.34742,0.856927365269461
#330,priceBucket,BTC,1d,0,Recurring Named Outcome,1376,158,123382.62140031,0.7714075143386627
#3191,,,,0,,50,17,122979.75286,0.7906676
#630,priceBucket,BTC,1d,0,Recurring Named Outcome,2091,124,122920.14568741,0.6854259024533715
#3821,,,,0,,357,45,122917.92643,0.46813498599439773
#6220,,,,0,,371,43,122667.2677506,0.2348404575471698
#4440,,,,0,,229,35,122070.00944378,0.15228215379912663
#5360,,,,0,,411,45,121619.10372012,0.18836152389294403
#3870,,,,0,,1394,55,120969.4717154,0.2638862683787661
#3910,,,,0,,596,36,120321.84444324,0.2985183824664429
#6190,,,,0,,214,33,119890.61715084,0.2309479123364486
#4370,,,,0,,178,9,119733.33258578,0.3024344548314607
#5210,,,,0,,75,9,119579.99923941,0.27888888773333337
#5020,,,,0,,375,49,118928.63870619,0.40169583064000003
#6340,,,,0,,184,25,118758.55117136,0.19002514434782608
#370,priceBucket,BTC,1d,0,Recurring Named Outcome,2594,143,118183.18107547,0.40103562916730917
#4551,,,,0,,210,30,118130.21501,0.5974856666666667
#2400,named,,,0,Canada,953,179,118025.12835203,0.4167550293074502
#3070,,,,0,,241,60,117838.29877386,0.4691801795850622
#1810,named,,,0,Colombia,11128,87,117736.14302861,0.026233270347771388
#5870,,,,0,,599,75,116896.13627625,0.35589693893155255
#4970,,,,0,,104,10,116820.74925682,0.291666665
#2980,,,,0,,627,153,116455.20096556,0.5151374747049442
#2950,,,,0,,321,62,116267.51441884,0.3863035092834891
#721,priceBucket,BTC,1d,0,Recurring Named Outcome,2161,1041,116262.36071,0.9261101018047201
#5330,,,,0,,197,11,116004.74907931,0.3087986440101523
#291,priceBucket,BTC,1d,0,Recurring Named Outcome,657,37,115633.00595,0.8446005175038053
#6270,,,,0,,632,58,115612.8523702,0.4735400631803797
#5070,,,,0,,704,44,115608.47297489,0.14374502316761364
#180,priceBucket,BTC,1d,0,Recurring Named Outcome,1888,163,115373.87424303,0.8027882201006356
#5270,,,,0,,900,105,115183.74403697,0.3215283476333334
#121,priceBucket,BTC,1d,0,Recurring Named Outcome,752,66,115068.73769,0.888963789893617
#4450,,,,0,,91,9,114451.99922608,0.30128204923076923
#141,priceBucket,BTC,1d,0,Recurring Named Outcome,992,44,114316.90369,0.84581875
#771,priceBucket,BTC,1d,0,Recurring Named Outcome,3618,53,114001.21193,0.8018720950801548
#3950,,,,0,,504,49,113877.82637652,0.29927581291666666
#6241,,,,0,,897,50,113606.64834,0.4189379264214047
#541,priceBucket,BTC,1d,0,Recurring Named Outcome,1463,956,113390.79061,0.9920861722488039
#4950,,,,0,,726,62,113272.30304654,0.37582294265840216
#6441,,,,0,,926,27,112897.85749,0.4915385745140389
#5930,,,,0,,386,10,112645.33249962,0.3201640731865285
#621,priceBucket,BTC,1d,0,Recurring Named Outcome,1859,50,112071.52047,0.8289969338353953
#4560,,,,0,,472,59,111840.55240988,0.2312790320338983
#491,priceBucket,BTC,1d,0,Recurring Named Outcome,1748,942,111725.52006,0.962151109839817
#9690,,,,0,,4685,1102,111692.72096,0.3191099146211313
#3961,,,,0,,244,36,111686.52809,0.6408277049180329
#5770,,,,0,,602,11,111594.74925718,0.3239202628239203
#4630,,,,0,,400,54,111466.99079795,0.30067130792499996
#6140,,,,0,,272,48,111331.11356961,0.3704073158088235
#2880,,,,0,,592,123,110397.81658435,0.4851132539020271
#4351,,,,0,,274,26,109593.71884,0.8538867518248175
#6380,,,,0,,173,27,108462.68565037,0.17596633861271677
#571,priceBucket,BTC,1d,0,Recurring Named Outcome,2265,60,108164.43609,0.8241853156732891
#5281,,,,0,,346,43,107709.57777,0.7624724855491329
#591,priceBucket,BTC,1d,0,Recurring Named Outcome,1799,1041,107424.11464,0.9545366481378544
#91,priceBucket,BTC,1d,0,Recurring Named Outcome,875,67,107266.64683,0.9171159200000001
#2800,,,,0,,947,100,106708.88485883,0.26770471934530093
#5080,,,,0,,303,33,105919.69899473,0.19982562016501648
#5050,,,,0,,191,12,105843.7492623,0.31369982293193716
#3430,,,,0,,383,38,105729.44387437,0.23394798906005224
#3660,,,,0,,334,87,105494.1980681,0.46503507976047903
#271,priceBucket,BTC,1d,0,Recurring Named Outcome,528,54,105371.67517,0.9342871401515151
#6071,,,,0,,340,32,104533.32671,0.6724469411764705
#680,priceBucket,BTC,1d,0,Recurring Named Outcome,849,99,104201.01634068,0.7290017150883392
#6800,,,,0,,1328,146,103952.85116,0.3356792168674699
#3850,,,,0,,675,10,103708.16598335,0.3237037007555556
#4631,,,,0,,198,27,103630.75397,0.7042634343434344
#2861,,,,0,,215,24,103184.5601,0.7202518139534884
#4391,,,,0,,238,29,103071.99421,0.6598468067226891
#5911,,,,0,,486,43,102966.9692,0.6025720781893004
#3890,,,,0,,291,8,102893.58266605,0.32016036374570445
#431,priceBucket,BTC,1d,0,Recurring Named Outcome,2648,46,102886.83116,0.44638603474320243
#4410,,,,0,,58,10,102131.58254143,0.3031609174137931
#6230,,,,0,,822,44,101874.35220745,0.37479759105839416
#6350,,,,0,,283,44,101851.4879131,0.2691182564310954
#6200,,,,0,,161,25,101843.97112662,0.15757763906832298
#4591,,,,0,,212,32,101323.00753,0.554293679245283
#6151,,,,0,,191,27,100850.45468,0.5355989528795811
#221,priceBucket,BTC,1d,0,Recurring Named Outcome,602,54,100457.86864,0.9300145514950166
#5280,,,,0,,682,84,99816.60648886,0.286104647228739
#5030,,,,0,,551,54,99785.99439045,0.3575326919963702
#3770,,,,0,,658,7,99593.4992448,0.31572948065349543
#5641,,,,0,,353,14,99067.53087,0.7899209065155808
#5201,,,,0,,140,35,98929.79037,0.8538235714285715
#3410,,,,0,,149,7,96862.2493433,0.31319910261744965
#5390,,,,0,,326,39,96849.39055561,0.34918618588957057
#5150,,,,0,,351,45,96725.79324803,0.3208138268660969
#3930,,,,0,,235,8,96708.08265323,0.30531914672340427
#5881,,,,0,,250,35,96466.2408,0.76995824
#6161,,,,0,,118,22,96325.73037,0.7559006779661017
#4000,,,,0,,302,24,95777.83347069,0.17463045125827817
#4871,,,,0,,87,17,95377.43717,0.812251264367816
#1290,priceBucket,BTC,1d,0,Recurring Named Outcome,949,76,95194.57793899,0.7056209932665964
#6050,,,,0,,185,9,94963.16591902,0.2986486467027027
#6431,,,,0,,127,15,94801.70854,0.6803039370078741
#6170,,,,0,,54,8,94246.91604662,0.3009259238888889
#4930,,,,0,,160,11,93729.16609458,0.31041666425000003
#3750,,,,0,,290,62,93313.44644001,0.5009304135172414
#6280,,,,0,,516,37,92761.08042094,0.41580471534883723
#3990,,,,0,,329,29,92451.26375928,0.2051491680851064
#6290,,,,0,,116,10,92451.24944195,0.3038793081896552
#5190,,,,0,,281,44,92001.94611055,0.27979163654804273
#2910,,,,0,,330,53,91709.24160242,0.3877721914242424
#3560,,,,0,,2460,56,91445.63573745,0.19727470040650408
#6911,,,,0,,1793,150,91059.28293,0.17547112102621304
#5880,,,,0,,473,50,90927.19054067,0.25150496050739957
#6440,,,,0,,865,46,90818.12706,0.5148116069364163
#6390,,,,0,,160,26,90726.2966068,0.211624520375
#5200,,,,0,,241,35,90018.86886088,0.20217125792531118
#5791,,,,0,,239,24,89571.43337,0.7810246861924686
#3400,,,,0,,406,61,89531.59951863,0.19339556586206896
#7240,,,,0,,360,22,89431.67705,0.7778257222222222
#3970,,,,0,,155,6,88556.83265264,0.31989247032258067
#71,priceBucket,BTC,1d,0,Recurring Named Outcome,1384,108,88482.17593,0.7887384248554914
#6330,,,,0,,78,8,87857.58280424,0.3076923053846154
#5871,,,,0,,422,37,87690.82245,0.6605994075829383
#5751,,,,0,,707,50,87554.01098,0.5643382319660537
#9081,,,,0,,284,29,86590.5758,0.6989291901408451
#921,priceBucket,BTC,1d,0,Recurring Named Outcome,2193,49,86409.46475,0.824921340629275
#1071,priceBucket,BTC,1d,0,Recurring Named Outcome,2323,45,86078.20116,0.7653433491175204
#890,priceBucket,BTC,1d,0,Recurring Named Outcome,1356,70,86025.94344398,0.49120000443215334
#191,priceBucket,BTC,1d,0,Recurring Named Outcome,890,41,85946.28216,0.877739202247191
#5231,,,,0,,377,27,85913.15681,0.6828005835543767
#7150,,,,0,,493,17,85828.22189,0.6404675456389453
#791,priceBucket,BTC,1d,0,Recurring Named Outcome,2066,353,85594.05344,0.897661045498548
#6191,,,,0,,127,18,85583.72681,0.7450211023622046
#3020,,,,0,,200,55,85413.39209315,0.45311299995
#5730,,,,0,,157,9,84701.16614701,0.300424626433121
#5841,,,,0,,169,38,84697.89327,0.6992431360946746
#6160,,,,0,,244,46,84662.73899074,0.2613264338934426
#5160,,,,0,,253,34,84493.95533843,0.20357184391304348
#321,priceBucket,BTC,1d,0,Recurring Named Outcome,836,64,84312.14847,0.8113580502392345
#4570,,,,0,,151,12,84211.99942233,0.30794701754966886
#930,priceBucket,BTC,1d,0,Recurring Named Outcome,2226,69,83759.08139496,0.6542073979469901
#6351,,,,0,,214,25,83661.69272,0.7431776168224299
#3791,,,,0,,474,30,83578.84856,0.7764390717299579
#481,priceBucket,BTC,1d,0,Recurring Named Outcome,2672,42,82957.68357,0.2946337761976048
#3530,,,,0,,1194,9,82811.99943423,0.3283779979815745
#941,priceBucket,BTC,1d,0,Recurring Named Outcome,1040,44,82770.48769,0.8668785192307693
#5311,,,,0,,185,26,82628.7846,0.7488327567567569
#4530,,,,0,,128,12,82606.33280602,0.30208333125
#2761,,,,0,,498,41,82248.48014,0.33146734939759037
#1980,named,,,0,Mexico,10866,90,82019.32170582,0.023107937522547396
#5830,,,,0,,306,43,81911.1649738,0.3521425488235294
#1281,priceBucket,BTC,1d,0,Recurring Named Outcome,451,21,81868.50426,0.9627738802660755
#820,priceBucket,BTC,1d,0,Recurring Named Outcome,2216,72,80946.56745511,0.3569703592870036
#5831,,,,0,,255,31,80249.77642,0.6721369803921569
#5370,,,,0,,59,9,80238.58265822,0.3064971728813559
#821,priceBucket,BTC,1d,0,Recurring Named Outcome,1955,55,80088.834,0.7391194271099745
#2330,named,,,0,Paraguay,814,61,79988.82757923,0.27209937633906633
#6590,,,,0,,365,16,79337.63624,0.8890670136986301
#5700,,,,0,,275,18,78842.29300898,0.18186412018181816
#6391,,,,0,,99,20,78242.16886,0.8244524242424243
#5170,,,,0,,89,10,78151.41618072,0.30149812528089887
#5130,,,,0,,102,10,77907.08284079,0.2933006518627451
#4471,,,,0,,98,9,77619.29352,0.6734567346938776
#6201,,,,0,,110,26,77506.01702,0.9161980909090909
#3951,,,,0,,263,24,77465.51984,0.769115855513308
#5840,,,,0,,290,35,77154.99410774,0.31817495344827584
#3390,,,,0,,418,75,76850.32286121,0.255536139784689
#6041,,,,0,,317,26,76641.20754,0.31177876971608837
#231,priceBucket,BTC,1d,0,Recurring Named Outcome,1503,41,76587.2041,0.2732785296074518
#6231,,,,0,,669,33,76466.35037,0.626050553064275
#6361,,,,0,,1082,44,76462.11325,0.38467310536044363
#6370,,,,0,,58,8,76322.41618749,0.30603448051724136
#5560,,,,0,,923,38,75367.68141,0.5902209100758397
#4001,,,,0,,87,23,74701.14352,0.949665632183908
#5710,,,,0,,258,26,74492.40014846,0.2506851543410853
#830,priceBucket,BTC,1d,0,Recurring Named Outcome,2255,118,74311.16279997,0.5751994832195122
#3600,,,,0,,919,60,74301.47989376,0.22493237828073992
#3590,,,,0,,914,72,73871.13578813,0.2738052870021882
#5250,,,,0,,300,14,73738.49950169,0.31388888633333334
#9640,,,,0,,290,30,73121.88522,0.7974623793103449
#3841,,,,0,,142,34,72741.02325,0.8692599295774648
#3100,,,,0,,254,56,72691.53586605,0.2850725457480315
#5010,,,,0,,91,8,71748.91617517,0.3076923053846154
#6980,,,,0,,544,36,71680.73615,0.6844819852941176
#1460,priceBucket,BTC,1d,0,Recurring Named Outcome,2353,78,71549.6469265,0.619136721835954
#1031,named,,,0,Above 4.3%,1181,93,71282.35725,0.738963734123624
#4610,,,,0,,108,11,70777.91618323,0.2986111091666666
#241,priceBucket,BTC,1d,0,Recurring Named Outcome,954,50,70387.43972,0.8013496960167715
#1960,named,,,0,Japan,9924,97,70364.60937713,0.018943916371422814
#530,priceBucket,BTC,1d,0,Recurring Named Outcome,1632,117,69978.92780759,0.721353767867647
#5761,,,,0,,338,38,69906.85887,0.6556062721893491
#3721,,,,0,,108,23,69717.39091,0.8966876851851852
#5890,,,,0,,729,13,68944.33282591,0.3199588449382716
#1870,named,,,0,Egypt,10669,54,68777.29886526,0.01466814000937295
#6321,,,,0,,170,37,68676.89752,0.7016155882352941
#2860,,,,0,,349,51,68610.97820724,0.38215934979942695
#2930,,,,0,,111,6,68251.49941957,0.314564561981982
#7230,,,,0,,333,13,68016.96717,0.8217057957957958
#2331,named,,,0,Paraguay,347,39,67946.07731,0.8290418731988473
#5401,,,,0,,427,44,67895.84102,0.4249422014051522
#741,priceBucket,BTC,1d,0,Recurring Named Outcome,663,36,67587.12295,0.9169813725490197
#1251,priceBucket,BTC,1d,0,Recurring Named Outcome,919,39,67400.76944,0.9204891730141458
#5850,,,,0,,175,9,66936.91623909,0.30952380714285715
#871,priceBucket,BTC,1d,0,Recurring Named Outcome,999,37,66703.08281,0.8775332632632632
#3370,,,,0,,149,7,66154.24942615,0.30816554577181204
#3620,,,,0,,568,25,66009.41128701,0.06404651985915492
#470,priceBucket,BTC,1d,0,Recurring Named Outcome,2523,90,65369.4309,0.26595753830757035
#6311,,,,0,,201,28,65028.2524,0.589407960199005
#2961,,,,0,,84,19,64892.49022,0.8748732142857143
#3080,,,,0,,394,79,64837.02020641,0.23891197106598985
#1301,priceBucket,BTC,1d,0,Recurring Named Outcome,258,28,64655.34475,0.9061762403100776
#1380,priceBucket,BTC,1d,0,Recurring Named Outcome,1274,80,64654.51766888,0.5689690579356358
#2960,,,,0,,189,20,64509.6135771,0.21193292650793652
#7081,,,,0,,597,36,64271.13901,0.71318013400335
#6271,,,,0,,513,30,63703.45094,0.559459902534113
#2420,named,,,0,Bosnia and Herzegovina,756,94,63634.8843328,0.28557868543650794
#2770,,,,0,,417,8,63123.24947374,0.3131494778896883
#8921,,,,0,,162,23,63076.53838,0.767691049382716
#5241,,,,0,,221,37,63012.65815,0.8183867873303168
#2990,,,,0,,392,75,62855.66415157,0.4766830525510204
#5041,,,,0,,782,54,62845.3702,0.517685358056266
#5001,,,,0,,602,53,62825.27556,0.35286662790697676
#4281,,,,0,,965,302,62779.02169,0.8425724870466321
#1471,priceBucket,BTC,1d,0,Recurring Named Outcome,1161,41,62447.80949,0.6809566580534022
#3110,,,,0,,257,50,62355.59105154,0.42159849509727626
#6210,,,,0,,155,10,61960.16613364,0.3064516106451613
#3470,,,,0,,490,35,61808.74295207,0.2961933124489796
#2300,,,,0,Fallback,509,12,61388.08279941,0.3128683668369352
#3670,,,,0,,224,39,61291.00005503,0.3463241514732143
#2820,,,,0,,173,29,61235.55716961,0.2617714059537572
#4201,,,,0,,460,50,60956.14517,0.6415693478260869
#5690,,,,0,,150,9,60331.33293148,0.3172222195333333
#5031,,,,0,,421,29,60170.37496,0.6594836104513064
#3401,,,,0,,192,44,60117.64849,0.8763616145833333
#7000,,,,0,,342,35,60036.89103,0.7424540350877192
#6681,,,,0,,412,21,59759.36436,0.73029
#1340,priceBucket,BTC,1d,0,Recurring Named Outcome,933,87,59585.57041007,0.7529698099571276
#3680,,,,0,,195,33,59225.88728805,0.2999442217948718
#2461,named,,,0,Czechia,131,26,59052.42504,0.6812701526717557
#980,priceBucket,BTC,1d,0,Recurring Named Outcome,1328,81,58936.13147748,0.7255742914834338
#1140,priceBucket,BTC,1d,0,Recurring Named Outcome,1641,93,58728.70567763,0.6682032576965266
#1570,priceBucket,BTC,1d,0,Recurring Named Outcome,1527,83,58485.99165124,0.5860857055533727
#3320,,,,0,,258,187,58187.97555,0.8728569379844962
#1091,priceBucket,BTC,1d,0,Recurring Named Outcome,1281,35,58103.51356,0.8250602810304449
#3630,,,,0,,266,38,58028.84320111,0.26809779417293234
#1181,priceBucket,BTC,1d,0,Recurring Named Outcome,832,141,57960.088,0.918350625
#5271,,,,0,,604,44,57882.99011,0.7046928807947019
#4191,,,,0,,441,16,57297.71677,0.6018621995464852
#8680,,,,0,,271,25,57138.17395,0.8106560516605167
#6250,,,,0,,102,11,56841.83297224,0.3071895401960784
#6281,,,,0,,377,35,56785.68568,0.5588131564986738
#3570,,,,0,,391,7,56511.99956352,0.3205456067263427
#3021,,,,0,,72,23,56447.45932,0.6468634722222223
#1391,priceBucket,BTC,1d,0,Recurring Named Outcome,1069,48,56223.48019,0.657506978484565
#341,priceBucket,BTC,1d,0,Recurring Named Outcome,329,42,55109.18713,0.9397200303951367
#2740,,,,0,,336,27,55004.5347021,0.21699355080357144
#70,priceBucket,BTC,1d,0,Recurring Named Outcome,2312,207,54673.75941809,0.2485760908650519
#2320,named,,,0,Draw,775,46,54646.81978166,0.3122554655612903
#691,priceBucket,BTC,1d,0,Recurring Named Outcome,709,429,54485.06911,0.966900394922426
#2791,,,,0,,444,19,54175.49665,0.7225886936936937
#81,priceBucket,BTC,1d,0,Recurring Named Outcome,1762,87,54101.06687,0.36474518728717364
#5561,,,,0,,849,36,53689.52834,0.41034756183745585
#1351,priceBucket,BTC,1d,0,Recurring Named Outcome,402,37,53602.63193,0.8988898258706467
#5801,,,,0,,675,34,53584.31054,0.24450597037037036
#7320,,,,0,,192,27,53568.83655,0.77094421875
#4481,,,,0,,263,33,53464.01487,0.3186877566539924
#3480,,,,0,,460,28,52861.40164816,0.21220902773913045
#4961,,,,0,,297,40,52813.67795,0.45482074074074075
#240,priceBucket,BTC,1d,0,Recurring Named Outcome,1557,96,52715.6510905,0.22305845384714193
#5071,,,,0,,514,316,52636.35474,0.9112646303501946
#3190,,,,0,,211,27,52310.24834279,0.1701096830805687
#8840,,,,0,,255,36,52218.78162,0.7237988235294118
#671,priceBucket,BTC,1d,0,Recurring Named Outcome,585,53,52191.41968,0.876095641025641
#6130,,,,0,,61,8,51858.0829984,0.3128415275409836
#3200,,,,0,,197,30,51842.43376193,0.19372898370558375
#131,priceBucket,BTC,1d,0,Recurring Named Outcome,1133,58,51481.92757,0.33270151809355697
#1631,priceBucket,BTC,1d,0,Recurring Named Outcome,651,25,51436.84724,0.8651998003072198
#1130,priceBucket,BTC,1d,0,Recurring Named Outcome,1598,279,50858.26865128,0.36575404435544434
